fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
16278,2023,Alair Homes,alair homes,"Alair Enterprises USA, Inc.",alair enterprises,236115,New Single-Family Housing Construction (except For-Sale Builders)
10119,2023,Alamo Drafthouse Cinema,alamo drafthouse cinema,"Alamo Intermediate II Holdings, LLC",alamo intermediate ii holdings,512131,Motion Picture Theaters (except Drive-Ins)
10120,2009,ALARIS,alaris,"Alaris Advantage, Inc.",alaris advantage,524113,Direct Life Insurance Carriers
16233,2015,Alba Gelato,alba gelato,Paciugo Franchising LP,paciugo,722515,Ice Cream and Soft Serve Shops
10123,1994,ALCOA,alcoa,Stolle Corporation,stolle,238190,Other Foundation
18141,2023,AleCall,alecall,"AleCall, LLC",alecall,445310,Beer
10124,2012,ALEHOUSE & BURGER BAR,alehouse burger bar,"Firkin Pubs International Worldwide, Inc",firkin pubs international worldwide,722511,Full-Service Restaurants
17017,2018,Alice's Tea Cup,alices tea cup,Alice's Franchises LLC,alices,722515,Snack and Nonalcoholic Beverage Bars
14591,2022,AlignLife,alignlife,"AlignLife Systems, LLC",alignlife systems,621310,Offices of Chiropractors
16496,2020,Alkalign,alkalign,"Alkalign Franchising, LLC",alkalign,713940,Fitness and Recreational Sports Centers
18536,2021,Alkaline H2O Water of Life,alkaline h2o water life,"Alkaline Water of Life Franchising, LLC",alkaline water life,221310,Water Supply and Irrigation Systems
14963,2019,All About Kids,all about kids,"A.A.K. Learning Centers, LLC",aak learning centers,624410,Child Day Care Services
15674,2018,All About People,all about people,"All About People Franchise Services, LLC",all about people franchise services,561311,Employment Placement Agencies
10128,2014,All American Decorative Concrete--now Concrete Craft,all american decorative concrete,"American Decorative Coatings, LLC",american decorative coatings,442299,All Other Home Furnishings Stores
10129,2006,ALL AMERICAN FINANCE,all american finance,"Loan Experts Corporation, The",loan experts,531210,Offices of Real Estate Agents and Brokers
10130,2019,All American Ice Cream and Frozen Yogurt,all american ice cream frozen yogurt,"All American Specialty Restaurants, Inc.",all american specialty restaurants,722515,Snack and Nonalcoholic Beverage Bars
10131,2022,All American Pet Resorts,all american pet resorts,"All American Pet Resorts, LLC",all american pet resorts,812910,Pet Care (except Veterinary) Services
16752,2022,The All American Steakhouse & Sports Theater,all american steakhouse sports theater,"All American Steakhouse International, Inc.",all american steakhouse,722511,Full-Service Restaurants
10132,2023,All County,all county,All County Property Management Franchise Corp.,all county property management,531311,Residential Property Managers
18832,2023,ALL DOGS UNLEASHED,all dogs unleashed,ADU Franchise limited liability company,adu franchise limited liability company,812910,Pet Care (except Veterinary) Services
18330,2023,All Dry,all dry,"AD2019 Franchise, LLC",ad2019,561720,Janitorial Services
18372,2021,All In Adventures,all in adventures,"AIA Entertainment, LLC",aia entertainment,713990,All Other Amusement and Recreation Industries
14757,2012,ALL LAB TESTS FAST,all lab tests fast,"All Tests Franchising, Inc.",all tests,446199,All Other Health and Personal Care Stores
17824,2022,All MedSearch,all medsearch,Medical Search Consultants LLC,medical search consultants,561311,Employment Placement Agencies
17769,2019,All Paws Pet Wash,all paws pet wash,APPW Franchising LLC,appw,812910,Pet Care (except Veterinary) Services
17299,2020,All Pro Cleaning Systems,all pro cleaning,All Pro Franchising International Inc.,all pro,561720,Janitorial Services
10134,2009,ALL STAR DRIVER EDUCATION,all star driver education,"All Star Franchising, LLC",all star,611692,Automobile Driving Schools
19417,2023,All States M.E.D.,all states med,"All States M.E.D. Franchising, LLC",all states med,423490,Other Professional Equipment and Supplies Merchant Wholesalers
16177,2023,All Team,all team,All Team Franchise Corporation,all team,323113,Commercial Screen Printing
10136,2010,ALL THAT GLITZ,all that glitz,All That Glitz Franchise Corporation,all that glitz,448310,Jewelry Stores
10137,2022,All Tune and Lube,all tune lube,"ATL International, Inc.",atl international,811191,Automotive Oil Change and Lubrication Shops
15920,2022,All Tune Transmissions,all tune transmissions,"ATL International, Inc.",atl international,811113,Automotive Transmission Repair
15655,2017,All4U,all4u,"Vend Tech International, Inc.",vend tech,454210,Vending Machine Operators
10140,2023,Allegra,allegra,Alliance Franchise Brands LLC,alliance franchise brands,561439,Other Business Service Centers (including Copy Shops)
16011,2023,Allen Carr's Easyway,allen carrs easyway,Allen Carr's Easyway (US) Ltd.,allen carrs easyway,621999,All Other Miscellaneous Ambulatory Health Care Services
16973,2020,Allen Training Centers,allen training centers,"Allen Training Centers, Inc.",allen training centers,611430,Professional and Management Development Training
18508,2023,The Alley,alley,The Alley LLC,alley,722515,Snack and Nonalcoholic Beverage Bars
10141,2012,ALLIANCE COST CONTAINMENT,alliance cost containment,"Alliance Cost Containment, LLC",alliance cost containment,541618,Other Management Consulting Services
12970,2017,AlliedPRA,alliedpra,"AlliedPRA, Inc.",alliedpra,561510,Travel Agencies
18337,2023,Alloy Personal Training,alloy personal training,"Alloy Personal Training, LLC",alloy personal training,713940,Fitness and Recreational Sports Centers
10147,2017,Alloy Wheel Repair Specialists,alloy wheel repair specialists,"Alloy Wheel Repair Specialists, LLC",alloy wheel repair specialists,811198,All Other Automotive Repair and Maintenance
10148,2009,ALLQUEST REAL ESTATE OFFICE,allquest real estate office,AllQuest Real Estate Corporation,allquest real estate,531210,Offices of Real Estate Agents and Brokers
10149,2005,ALLSTATE HOME INSPECTION AND ENVIRONMENTAL TE,allstate home inspection environmental te,"Allstate Home Inspection & Environmental Testing, Ltd.",allstate home inspection environmental testing,541350,Building Inspection Services
19396,2023,Allstate Private Car & Limousine,allstate private car limousine,"Allstate Private Car & Limousine, Inc.",allstate private car limousine,485999,All Other Transit and Ground Passenger Transportation
10152,2020,Aloette,aloette,"Astral Health & Beauty, Inc.",astral health beauty,446120,Cosmetics
10153,2023,Aloft Hotels,aloft hotels,"Marriott International, Inc.",marriott,721110,Hotels (except Casino Hotels) and Motels
10155,2019,Aloha USA,aloha,Apogee Learning LLC,apogee learning,611691,Exam Preparation and Tutoring
17708,2023,Aloha Poke Co.,aloha poke,Aloha Poke Franchising LLC,aloha poke,722513,Limited-Service Restaurants
10154,2011,ALOHA SALADS,aloha salads,"Aloha Salads Franchising, LLC",aloha salads,722513,Limited-Service Restaurants
18905,2023,Alpha School of Massage,alpha school massage,"Alpha Franchising, LLC",alpha,611699,All Other Miscellaneous Schools and Instruction
10156,2023,AlphaGraphics,alphagraphics,"AlphaGraphics, Inc.",alphagraphics,323111,Commercial Printing (except Screen and Books)
10157,2017,Al's Chicago's #1 Italian Beef,als chicagos 1 italian beef,"Chicago Beef, Inc.",chicago beef,722513,Limited-Service Restaurants
18317,2023,Al's Hot Chicken,als hot chicken,"Al's Hot Chicken Franchising, LLC",als hot chicken,722513,Limited-Service Restaurants
18160,2023,Alset Auto,alset auto,Alset Auto Development LLC,alset auto development,811121,Automotive Body
16310,2023,Alta Cal Tech Services,alta cal tech services,"Alta Cal Tech Services, Inc.",alta cal tech services,115210,Support Activities for Animal Production
16593,2023,Altitude Trampoline Park,altitude trampoline park,"ATP Franchising, LLC",atp franchising,713990,All Other Amusement and Recreation Industries
18846,2023,AltoCFO,altocfo,"CAG Franchise Service, LLC",cag franchise service,541219,Other Accounting Services
10160,2006,ALTRACOLOR,altracolor,"Aftermarket Appearance Industries, Inc.",aftermarket appearance industries,424950,Paint
17153,2018,Aluxa,aluxa,"Aluxa Homes, LLC",aluxa homes,236117,New Housing For-Sale Builders
19092,2023,Alvita Care,alvita care,"Alvita Care Franchise, LLC",alvita care,561311,Employment Placement Agencies
17431,2022,Always An Angel Homecare,always an angel homecare,"Always An Angel Franchising, Inc.",always an angel,621610,Home Health Care Services
10162,2023,Always Best Care Senior Services,always best care senior services,"ABCSP, LLC",abcsp,621610,Home Health Care Services
16886,2019,Always Faithful Dog Training,always faithful dog training,"Always Faithful Dog Training, Inc.",always faithful dog training,812910,Pet Care (except Veterinary) Services
14907,2023,Amada Senior Care,amada senior care,"Amada Franchise, Inc.",amada,621610,Home Health Care Services
16683,2018,AMain Performance Hobbies,amain performance hobbies,"Hobby Town Unlimited, Inc.",hobby town unlimited,451120,Hobby
19327,2023,Amandine Patisserie Cafe,amandine patisserie cafe,APCF Inc.,apcf,722513,Limited-Service Restaurants
10163,2023,Amato's,amatos,"Reali Holding Company, Inc.",reali holding company,722513,Limited-Service Restaurants
10164,2023,Amazing Athletes,amazing athletes,"Amazing Athletes Franchise Systems, LLC",amazing athletes,713940,Fitness and Recreational Sports Centers
14982,2023,Amazing Lash Studio,amazing lash studio,"Amazing Lash Franchise, LLC",amazing lash,812199,Other Personal Care Services
10165,2011,AMAZING SPACES,amazing spaces,"Amazing Spaces Franchising, LLC",amazing spaces,493190,Other Warehousing and Storage
10167,2018,AmCheck,amcheck,AmCheck National Franchise Corporation,amcheck national,541214,Payroll Services
14781,2018,Ameci Pizza Kitchen,ameci pizza kitchen,"Ameci Pizza and Pasta, Inc.",ameci pizza pasta,722513,Limited-Service Restaurants
15293,2014,Amenzone Fitness,amenzone fitness,"Amenzone Franchising, LLC",amenzone,713940,Fitness and Recreational Sports Centers
10169,1992,AMERICAIR,americair,Home Americair Of California,home americair,532291,Home Health Equipment Rental
10171,2009,AMERICAN BODYWORKS,american bodyworks,"American Bodyworks Holdings, Inc.",american bodyworks holdings,713940,Fitness and Recreational Sports Centers
10172,1997,AMERICAN BRAKE SERVICE,american brake service,"American Brake Service, Inc.",american brake service,811198,All Other Automotive Repair and Maintenance
16513,2015,American British Surgical and Medical Center,american british surgical medical center,"D. L. Matlock, M.D., Inc.",d l matlock md,621111,Offices of Physicians (except Mental Health Specialists)
17364,2018,American Deer Proofing,american deer proofing,American Repellent Company LLC,american repellent company,561710,Exterminating and Pest Control Services
10175,2021,American Deli,american deli,"American Deli International, Inc.",american deli,722513,Limited-Service Restaurants
10177,2007,AMERICAN ENGINE INSTALLATIONS,american engine installations,"Hartnack Marketing, Inc.",hartnack marketing,811111,General Automotive Repair
10178,2005,AMERICAN EXPRESS FINANCIAL ADVISORS,american express financial advisors,"American Express Financial Advisors, Inc.",american express financial advisors,522320,Financial Transactions Processing
10179,2021,American Express Travel,american express travel,"American Express Travel Related Services Company, Inc.",american express travel related services company,561510,Travel Agencies
11136,2023,American Family Care,american family care,"AFC Franchising, LLC",afc franchising,621111,Offices of Physicians (except Mental Health Specialists)
10180,2017,American Family Life Assurance Company,american family life assurance,American Family Life Assurance Comp,american family life assurance comp,524113,Direct Life Insurance Carriers
10182,1993,AMERICAN FLUID TECHNOLOGY/AFT,american fluid technology aft,"A.F. Technologies, Inc.",af technologies,811111,General Automotive Repair
18161,2023,American Freight,american freight,"American Freight Franchisor, LLC",american freight,423210,Furniture Merchant Wholesalers
17000,2019,The American Grilled Cheese Kitchen,american grilled cheese kitchen,"Project Cheese Franchises, LLC",project cheese,722511,Full-Service Restaurants
15178,2013,American Haircuts,american haircuts,"American Haircuts Franchising, Inc.",american haircuts,812111,Barber Shops
17341,2018,American Idea Hotels,american idea hotels,T Express LLC,t express,721110,Hotels (except Casino Hotels) and Motels
17306,2018,American Immigration Center,american immigration center,American Immigration Center Franchise LLC,american immigration center,928120,International Affairs
18020,2023,American Kolache,american kolache,"American Kolache, LLC",american kolache,722515,Snack and Nonalcoholic Beverage Bars
10185,2023,American Leak Detection,american leak detection,"American Leak Detection, Inc.",american leak detection,237110,Water and Sewer Line and Related Structures Construction
10186,2017,American Lenders Service Co.,american lenders service,American Lenders Service Co.,american lenders service,561491,Repossession Services
10187,2010,AMERICAN MALE SALONS,american male salons,"A.M. Salons, Inc.",am salons,812112,Beauty Salons
10189,2023,American Poolplayers Association,american poolplayers association,"American Poolplayers Association, Inc.",american poolplayers association,713990,All Other Amusement and Recreation Industries
16443,2016,American Robotics Academy,american robotics academy,"American Robotics Franchise, Inc.",american robotics,611699,All Other Miscellaneous Schools and Instruction
10190,2001,AMERICAN SIGN SHOPS,american sign shops,"All American Sign Shops, Inc.",all american sign shops,518210,Data Processing
10193,2023,American Speedy Printing,american speedy printing,Alliance Franchise Brands LLC,alliance franchise brands,561439,Other Business Service Centers (including Copy Shops)
14555,2014,American Tire Depot,american tire depot,"American Tire Depot, Inc.",american tire depot,326212,Tire Retreading
15401,2016,American Title Loans,american title loans,"ATL Franchises, Inc.",atl franchises,522390,Other Activities Related to Credit Intermediation
18389,2021,American Veterans Restoration,american veterans restoration,"American Veterans Restoration Franchising, LLC",american veterans restoration,562910,Remediation Services
10195,2002,AMERICAN VISION CENTERS,american vision centers,"AVC Enterprises, Inc.",avc enterprises,812199,Other Personal Care Services
10196,1994,AMERICAN WHOLESALE FLORAL,american wholesale floral,"Floral Franchise, Inc.",floral,444220,Nursery
10197,2016,American Wholesale Thermographers--no longer being offered,american wholesale thermographers,"Fortusis, LLC",fortusis,323111,Commercial Printing (except Screen and Books)
10198,2023,AmeriCare,americare,"HHCI, LLC",hhci,621610,Home Health Care Services
10199,2011,America's Best Inns & Suites (no longer franchising),americas best inns suites,"Red Lion Hotels Franchising, Inc.",red lion hotels,721110,Hotels (except Casino Hotels) and Motels
10200,2023,Americas Best Value Inn,americas best value inn,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
10201,1993,AMERICA'S CARPET GALLERY,americas carpet gallery,Magic Marketing,magic marketing,442210,Floor Covering Stores
16149,2019,America's Color Consultants,americas color consultants,"America's Color Consultants, LLC",americas color consultants,541410,Interior Design Services
10203,2007,AMERICA'S COUNTRY STORES,americas country stores,"America's Country Stores, LLC",americas country stores,453910,Pet and Pet Supplies Stores
16732,2023,America's Dog & Burger,americas dog burger,"America's Dog Franchise Systems, LLC",americas dog,722513,Limited-Service Restaurants
16999,2016,America's Escape Game,americas escape game,"America's Escape Game, LLC",americas escape game,713990,All Other Amusement and Recreation Industries
